order_id,item_price,quantity,item_cat,item_name,created_at,delivery_add1,delivery_add2,delivery_city,delivery_zip,delivery
ORD_00085,6.00,1,Dessert,"Chocolate Ice Cream",12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00085,6.00,5,Dessert,"Chocolate Ice Cream",12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00085,16.00,3,Pizza,"Pizza Diavola Regular",12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00086,3.00,5,Beverage,"Diet Coke 33cl",13:27:14,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00086,17.00,4,Pizza,"Pizza Hawaiian Large",13:27:14,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00086,16.00,2,Pizza,"Pizza Napolitana Regular",13:27:14,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00087,3.00,3,Beverage,"Diet Coke 33cl",21:16:30,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00088,18.00,1,Pizza,"Pizza Parmigiana Large",18:38:28,"3168 Clemons Road",,Queens,0007Q,1
ORD_00088,17.00,8,Pizza,"Pizza Hawaiian Large",18:38:28,"3168 Clemons Road",,Queens,0007Q,1
ORD_00089,15.00,9,Pizza,"Pizza Hawaiian Regular",21:41:42,"3168 Clemons Road",,Queens,0007Q,0
ORD_00089,5.00,7,Side,Breadsticks,21:41:42,"3168 Clemons Road",,Queens,0007Q,0
ORD_00089,3.00,6,Beverage,"Fanta 33cl",21:41:42,"3168 Clemons Road",,Queens,0007Q,0
ORD_00091,6.00,7,Beverage,"7 Up 1.5l",22:01:19,"3168 Clemons Road",,Queens,0007Q,1
ORD_00091,17.00,3,Pizza,"Pizza Seafood Regular",22:01:19,"3168 Clemons Road",,Queens,0007Q,1
ORD_00091,6.00,6,Beverage,"Coca Cola 1.5l",22:01:19,"3168 Clemons Road",,Queens,0007Q,1
ORD_00092,6.00,4,Dessert,"Vanilla Ice Cream",19:44:05,"3168 Clemons Road",,Queens,0007Q,1
ORD_00092,6.00,10,Dessert,"Vanilla Ice Cream",19:44:05,"3168 Clemons Road",,Queens,0007Q,1
ORD_00093,3.00,3,Beverage,"Coca Cola 33cl",18:36:26,"3168 Clemons Road",,Queens,0007Q,0
ORD_00093,7.00,4,Dessert,"Banoffee Pie",18:36:26,"3168 Clemons Road",,Queens,0007Q,0
ORD_00094,6.00,5,Side,"Garlic Bread",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00094,6.00,9,Dessert,"Vanilla Ice Cream",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00094,6.00,7,Side,"Garlic Bread",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00094,16.00,8,Pizza,"Pizza Diavola Regular",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00094,5.00,5,Dessert,"Fruit salad",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00094,16.00,1,Pizza,"Pizza Quattro Formaggi Regular",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00094,17.00,5,Pizza,"Pizza Seafood Regular",13:50:24,"3168 Clemons Road",,Queens,0007Q,1
ORD_00095,17.00,3,Pizza,"Pizza Hawaiian Large",19:04:31,"3168 Clemons Road",,Queens,0007Q,1
ORD_00095,5.00,1,Side,Breadsticks,19:04:31,"3168 Clemons Road",,Queens,0007Q,1
ORD_00096,18.00,3,Pizza,"Pizza Parmigiana Large",22:26:14,"3168 Clemons Road",,Queens,0007Q,0
ORD_00096,6.00,10,Beverage,"Fanta 1.5l",22:26:14,"3168 Clemons Road",,Queens,0007Q,0
ORD_00097,7.00,4,Dessert,"Banoffee Pie",18:55:48,"3168 Clemons Road",,Queens,0007Q,1
ORD_00097,18.00,1,Pizza,"Pizza Napolitana Large",18:55:48,"3168 Clemons Road",,Queens,0007Q,1
ORD_00097,6.00,2,Side,"Garlic Bread",18:55:48,"3168 Clemons Road",,Queens,0007Q,1
ORD_00098,17.00,7,Pizza,"Pizza Hawaiian Large",20:44:07,"3168 Clemons Road",,Queens,0007Q,1
ORD_00098,12.00,2,Pizza,"Pizza Margherita Regular",20:44:07,"3168 Clemons Road",,Queens,0007Q,1
ORD_00098,6.00,1,Side,"Garlic Bread",20:44:07,"3168 Clemons Road",,Queens,0007Q,1
ORD_00099,6.00,3,Beverage,"Coca Cola 1.5l",19:06:57,"3168 Clemons Road",,Queens,0007Q,0
ORD_00099,6.00,4,Dessert,"Chocolate Ice Cream",19:06:57,"3168 Clemons Road",,Queens,0007Q,0
ORD_00099,18.00,7,Pizza,"Pizza Napolitana Large",19:06:57,"3168 Clemons Road",,Queens,0007Q,0
ORD_00100,12.00,4,Pizza,"Pizza Margherita Regular",19:18:43,"3168 Clemons Road",,Queens,0007Q,0
ORD_00100,12.00,7,Pizza,"Pizza Margherita Regular",19:18:43,"3168 Clemons Road",,Queens,0007Q,0
ORD_00101,17.00,4,Pizza,"Pizza Pepperoni Large",20:47:59,"3168 Clemons Road",,Queens,0007Q,1
ORD_00101,14.00,10,Pizza,"Pizza Margherita Large",20:47:59,"3168 Clemons Road",,Queens,0007Q,1
ORD_00102,16.00,4,Pizza,"Pizza Napolitana Regular",22:01:09,"3168 Clemons Road",,Queens,0007Q,1
ORD_00103,6.00,4,Dessert,"Strawberry Ice Cream",13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
ORD_00103,6.00,10,Beverage,"Diet Coke 1.5l",13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
ORD_00103,18.00,3,Pizza,"Pizza Napolitana Large",13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
ORD_00103,3.00,6,Beverage,"Fanta 33cl",13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
ORD_00104,6.00,6,Dessert,"Chocolate Ice Cream",19:33:58,"9338 Rutledge Drive",,Bronx,0004B,1
ORD_00105,5.00,8,Side,Breadsticks,13:59:22,"14213 Luster Hill",,Manhattan,0001M,1
ORD_00106,3.00,4,Beverage,"Fanta 33cl",20:27:22,"7 Gale Pass",,Manhattan,0001M,0
ORD_00106,4.00,5,Beverage,"Sparkling Water 1.5l",20:27:22,"7 Gale Pass",,Manhattan,0001M,0
ORD_00107,6.00,2,Side,"Garlic Bread",22:12:52,"7 Gale Pass",,Manhattan,0001M,1
ORD_00107,16.00,7,Pizza,"Pizza Diavola Regular",22:12:52,"7 Gale Pass",,Manhattan,0001M,1
ORD_00107,15.00,3,Pizza,"Pizza Parmigiana Regular",22:12:52,"7 Gale Pass",,Manhattan,0001M,1
ORD_00107,17.00,2,Pizza,"Pizza Hawaiian Large",22:12:52,"7 Gale Pass",,Manhattan,0001M,1
ORD_00107,20.00,2,Pizza,"Pizza Seafood Large",22:12:52,"7 Gale Pass",,Manhattan,0001M,1
ORD_00108,7.00,9,Side,"Chicken Wings",13:31:58,"7 Gale Pass",,Manhattan,0001M,1
ORD_00108,6.00,4,Dessert,"Vanilla Ice Cream",13:31:58,"7 Gale Pass",,Manhattan,0001M,1
ORD_00109,18.00,7,Pizza,"Pizza Napolitana Large",11:47:47,"7 Gale Pass",,Manhattan,0001M,0
ORD_00109,3.00,6,Beverage,"Coca Cola 33cl",11:47:47,"7 Gale Pass",,Manhattan,0001M,0
ORD_00109,3.00,3,Beverage,"7 Up 33cl",11:47:47,"7 Gale Pass",,Manhattan,0001M,0
ORD_00111,5.00,1,Side,Breadsticks,18:49:59,"7 Gale Pass",,Manhattan,0001M,1
ORD_00111,19.00,2,Pizza,"Pizza Quattro Formaggi Large",18:49:59,"7 Gale Pass",,Manhattan,0001M,1
ORD_00112,19.00,9,Pizza,"Pizza Diavola Large",21:31:14,"7 Gale Pass",,Manhattan,0001M,1
ORD_00112,18.00,9,Pizza,"Pizza Parmigiana Large",21:31:14,"7 Gale Pass",,Manhattan,0001M,1
ORD_00113,17.00,3,Pizza,"Pizza Seafood Regular",11:44:24,"7 Gale Pass",,Manhattan,0001M,0
ORD_00114,17.00,3,Pizza,"Pizza Pepperoni Large",19:17:02,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00115,6.00,2,Beverage,"Fanta 1.5l",18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00115,16.00,4,Pizza,"Pizza Napolitana Regular",18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00115,5.00,4,Side,Breadsticks,18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00115,7.00,2,Side,"Caesar Salad",18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00115,6.00,4,Beverage,"Fanta 1.5l",18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00117,16.00,9,Pizza,"Pizza Diavola Regular",12:08:13,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00117,16.00,3,Pizza,"Pizza Napolitana Regular",12:08:13,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00118,19.00,1,Pizza,"Pizza Quattro Formaggi Large",21:57:08,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
ORD_00119,3.00,6,Beverage,"Coca Cola 33cl",11:21:02,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
ORD_00119,6.00,3,Beverage,"7 Up 1.5l",11:21:02,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
ORD_00119,16.00,6,Pizza,"Pizza Napolitana Regular",11:21:02,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
ORD_00120,3.00,5,Beverage,"Coca Cola 33cl",11:03:50,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
ORD_00120,3.00,10,Beverage,"Fanta 33cl",11:03:50,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
ORD_00121,2.00,3,Beverage,"Sparkling Water 33cl",11:37:36,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
ORD_00121,16.00,2,Pizza,"Pizza Napolitana Regular",11:37:36,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
ORD_00121,5.00,7,Dessert,"Chocolate Brownie",11:37:36,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
ORD_00122,17.00,10,Pizza,"Pizza Pepperoni Large",21:09:22,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
ORD_00124,20.00,9,Pizza,"Pizza Seafood Large",20:02:02,"98148 Brown Pass",,Bronx,0004B,1
ORD_00125,18.00,5,Pizza,"Pizza Parmigiana Large",13:49:34,"3951 Hintze Point",,Queens,0007Q,1
ORD_00125,14.00,4,Pizza,"Pizza Margherita Large",13:49:34,"3951 Hintze Point",,Queens,0007Q,1
ORD_00125,6.00,3,Dessert,"Chocolate Ice Cream",13:49:34,"3951 Hintze Point",,Queens,0007Q,1
ORD_00126,6.00,8,Beverage,"Diet Coke 1.5l",20:30:51,"3951 Hintze Point",,Queens,0007Q,0
ORD_00126,5.00,7,Dessert,"Chocolate Brownie",20:30:51,"3951 Hintze Point",,Queens,0007Q,0
ORD_00126,16.00,10,Pizza,"Pizza Diavola Regular",20:30:51,"3951 Hintze Point",,Queens,0007Q,0
ORD_00126,3.00,3,Beverage,"Fanta 33cl",20:30:51,"3951 Hintze Point",,Queens,0007Q,0
ORD_00127,6.00,10,Beverage,"7 Up 1.5l",11:36:49,"3951 Hintze Point",,Queens,0007Q,1
ORD_00127,7.00,8,Side,"Caesar Salad",11:36:49,"3951 Hintze Point",,Queens,0007Q,1
ORD_00127,7.00,7,Side,"Chicken Wings",11:36:49,"3951 Hintze Point",,Queens,0007Q,1
ORD_00127,12.00,10,Pizza,"Pizza Margherita Regular",11:36:49,"3951 Hintze Point",,Queens,0007Q,1
ORD_00127,18.00,3,Pizza,"Pizza Parmigiana Large",11:36:49,"3951 Hintze Point",,Queens,0007Q,1
ORD_00128,7.00,5,Dessert,"Banoffee Pie",13:37:32,"3951 Hintze Point",,Queens,0007Q,1
ORD_00129,2.00,2,Beverage,"Sparkling Water 33cl",12:56:25,"00 La Follette Place",,"Staten Island",0010SI,0
ORD_00129,14.00,3,Pizza,"Pizza Margherita Large",12:56:25,"00 La Follette Place",,"Staten Island",0010SI,0
ORD_00129,3.00,1,Beverage,"Fanta 33cl",12:56:25,"00 La Follette Place",,"Staten Island",0010SI,0
ORD_00130,15.00,6,Pizza,"Pizza Parmigiana Regular",10:52:29,"00 La Follette Place",,"Staten Island",0010SI,0
ORD_00130,7.00,7,Side,"Caesar Salad",10:52:29,"00 La Follette Place",,"Staten Island",0010SI,0
ORD_00131,20.00,10,Pizza,"Pizza Seafood Large",13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
ORD_00131,7.00,9,Dessert,"Banoffee Pie",13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
ORD_00131,3.00,7,Beverage,"Coca Cola 33cl",13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
ORD_00131,16.00,1,Pizza,"Pizza Napolitana Regular",13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
ORD_00131,3.00,4,Beverage,"Diet Coke 33cl",13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
ORD_00132,7.00,9,Side,"Caesar Salad",18:38:35,"00 La Follette Place",,"Staten Island",0010SI,1
ORD_00133,5.00,1,Dessert,"Chocolate Brownie",20:30:11,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00133,17.00,1,Pizza,"Pizza Pepperoni Large",20:30:11,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00133,6.00,2,Dessert,"Vanilla Ice Cream",20:30:11,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00134,16.00,10,Pizza,"Pizza Quattro Formaggi Regular",20:47:35,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00134,15.00,6,Pizza,"Pizza Hawaiian Regular",20:47:35,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00134,3.00,1,Beverage,"7 Up 33cl",20:47:35,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00135,15.00,5,Pizza,"Pizza Hawaiian Regular",20:40:40,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00135,5.00,2,Side,Breadsticks,20:40:40,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00135,15.00,5,Pizza,"Pizza Parmigiana Regular",20:40:40,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00136,18.00,9,Pizza,"Pizza Parmigiana Large",12:27:33,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00136,5.00,2,Side,Breadsticks,12:27:33,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00137,20.00,3,Pizza,"Pizza Seafood Large",19:27:44,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00137,18.00,2,Pizza,"Pizza Napolitana Large",19:27:44,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00137,5.00,7,Dessert,"Fruit salad",19:27:44,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00138,17.00,4,Pizza,"Pizza Hawaiian Large",12:03:33,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00138,2.00,10,Beverage,"Sparkling Water 33cl",12:03:33,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00138,6.00,4,Dessert,"Strawberry Ice Cream",12:03:33,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00139,6.00,5,Beverage,"Fanta 1.5l",20:03:14,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00139,6.00,1,Beverage,"7 Up 1.5l",20:03:14,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00139,6.00,7,Beverage,"7 Up 1.5l",20:03:14,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00140,6.00,4,Dessert,"Pistachio Ice Crearn",21:28:07,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00140,6.00,7,Beverage,"Diet Coke 1.5l",21:28:07,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00140,6.00,7,Beverage,"7 Up 1.5l",21:28:07,"8 Dahle Hill",,Manhattan,0001M,0
ORD_00141,14.00,5,Pizza,"Pizza Margherita Large",20:47:04,"8 Dahle Hill",,Manhattan,0001M,1
ORD_00142,6.00,6,Beverage,"Fanta 1.5l",22:29:13,"4982 7th Hill","Suite 70",Bronx,0004B,1
ORD_00142,14.00,1,Pizza,"Pizza Margherita Large",22:29:13,"4982 7th Hill","Suite 70",Bronx,0004B,1
ORD_00143,6.00,2,Beverage,"Fanta 1.5l",18:43:51,"4982 7th Hill","Suite 70",Bronx,0004B,0
ORD_00144,16.00,4,Pizza,"Pizza Quattro Formaggi Regular",11:09:17,"96245 7th Parkway",,Manhattan,0001M,1
ORD_00144,7.00,7,Side,"Chicken Wings",11:09:17,"96245 7th Parkway",,Manhattan,0001M,1
ORD_00145,6.00,4,Beverage,"Fanta 1.5l",13:54:59,"96245 7th Parkway",,Manhattan,0001M,1
ORD_00146,3.00,2,Beverage,"7 Up 33cl",18:57:22,"14213 Luster Hill",,Manhattan,0001M,0
ORD_00146,6.00,5,Beverage,"Fanta 1.5l",18:57:22,"14213 Luster Hill",,Manhattan,0001M,0
ORD_00146,5.00,2,Dessert,"Chocolate Brownie",18:57:22,"14213 Luster Hill",,Manhattan,0001M,0
ORD_00147,5.00,8,Dessert,"Fruit salad",12:23:36,"14213 Luster Hill",,Manhattan,0001M,1
ORD_00148,7.00,4,Side,"Caesar Salad",19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00148,2.00,9,Beverage,"Sparkling Water 33cl",19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00148,3.00,2,Beverage,"Coca Cola 33cl",19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00148,5.00,2,Dessert,"Fruit salad",19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00148,3.00,7,Beverage,"Fanta 33cl",19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00149,6.00,2,Beverage,"7 Up 1.5l",11:21:08,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,0
ORD_00150,7.00,7,Dessert,"Banoffee Pie",11:33:14,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00150,4.00,7,Beverage,"Sparkling Water 1.5l",11:33:14,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00151,16.00,5,Pizza,"Pizza Quattro Formaggi Regular",20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00151,3.00,2,Beverage,"Fanta 33cl",20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00151,15.00,8,Pizza,"Pizza Hawaiian Regular",20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00151,17.00,2,Pizza,"Pizza Seafood Regular",20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00153,18.00,9,Pizza,"Pizza Napolitana Large",21:23:45,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00153,14.00,1,Pizza,"Pizza Margherita Large",21:23:45,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00153,19.00,3,Pizza,"Pizza Quattro Formaggi Large",21:23:45,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00154,6.00,9,Beverage,"Coca Cola 1.5l",13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00154,18.00,6,Pizza,"Pizza Napolitana Large",13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00154,6.00,2,Dessert,"Strawberry Ice Cream",13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00154,17.00,4,Pizza,"Pizza Hawaiian Large",13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00155,7.00,9,Dessert,"Banoffee Pie",10:54:16,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00155,6.00,6,Beverage,"Coca Cola 1.5l",10:54:16,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00155,19.00,1,Pizza,"Pizza Quattro Formaggi Large",10:54:16,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00156,16.00,4,Pizza,"Pizza Diavola Regular",11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00156,17.00,4,Pizza,"Pizza Seafood Regular",11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00156,12.00,6,Pizza,"Pizza Margherita Regular",11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00156,14.00,6,Pizza,"Pizza Margherita Large",11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
ORD_00157,19.00,9,Pizza,"Pizza Quattro Formaggi Large",11:09:49,"6 Bluejay Crossing",,Manhattan,0001M,1
ORD_00158,20.00,5,Pizza,"Pizza Seafood Large",21:57:32,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
ORD_00158,7.00,7,Side,"Chicken Wings",21:57:32,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
ORD_00158,6.00,6,Side,"Garlic Bread",21:57:32,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
ORD_00159,3.00,7,Beverage,"Fanta 33cl",21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
ORD_00159,6.00,10,Beverage,"7 Up 1.5l",21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
ORD_00159,19.00,4,Pizza,"Pizza Diavola Large",21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
ORD_00159,17.00,10,Pizza,"Pizza Hawaiian Large",21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
ORD_00161,6.00,10,Beverage,"Coca Cola 1.5l",21:42:22,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
ORD_00162,15.00,1,Pizza,"Pizza Pepperoni Regular",11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
ORD_00162,17.00,5,Pizza,"Pizza Seafood Regular",11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
ORD_00162,16.00,10,Pizza,"Pizza Napolitana Regular",11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
ORD_00162,19.00,5,Pizza,"Pizza Diavola Large",11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
ORD_00163,6.00,6,Beverage,"Fanta 1.5l",12:32:30,"59 Stoughton Plaza",,Queens,0007Q,0
ORD_00163,5.00,3,Side,Breadsticks,12:32:30,"59 Stoughton Plaza",,Queens,0007Q,0
ORD_00164,17.00,2,Pizza,"Pizza Hawaiian Large",11:20:08,"59 Stoughton Plaza",,Queens,0007Q,1
ORD_00165,16.00,8,Pizza,"Pizza Napolitana Regular",22:24:54,"03250 Miller Park",,Queens,0007Q,1
ORD_00165,5.00,6,Side,Breadsticks,22:24:54,"03250 Miller Park",,Queens,0007Q,1
ORD_00166,2.00,1,Beverage,"Sparkling Water 33cl",11:30:58,"03250 Miller Park",,Queens,0007Q,0
ORD_00166,3.00,5,Beverage,"Fanta 33cl",11:30:58,"03250 Miller Park",,Queens,0007Q,0
ORD_00169,12.00,10,Pizza,"Pizza Margherita Regular",10:45:57,"03250 Miller Park",,Queens,0007Q,0
ORD_00169,14.00,3,Pizza,"Pizza Margherita Large",10:45:57,"03250 Miller Park",,Queens,0007Q,0
ORD_00169,3.00,5,Beverage,"7 Up 33cl",10:45:57,"03250 Miller Park",,Queens,0007Q,0
ORD_00170,3.00,6,Beverage,"Diet Coke 33cl",13:25:51,"03250 Miller Park",,Queens,0007Q,0
ORD_00170,4.00,4,Beverage,"Sparkling Water 1.5l",13:25:51,"03250 Miller Park",,Queens,0007Q,0
ORD_00170,6.00,3,Dessert,"Chocolate Ice Cream",13:25:51,"03250 Miller Park",,Queens,0007Q,0
ORD_00170,18.00,8,Pizza,"Pizza Napolitana Large",13:25:51,"03250 Miller Park",,Queens,0007Q,0
ORD_00170,16.00,3,Pizza,"Pizza Napolitana Regular",13:25:51,"03250 Miller Park",,Queens,0007Q,0
ORD_00170,6.00,4,Side,"Garlic Bread",13:25:51,"03250 Miller Park",,Queens,0007Q,0
ORD_00171,6.00,2,Dessert,"Strawberry Ice Cream",11:47:12,"03250 Miller Park",,Queens,0007Q,1
ORD_00171,16.00,1,Pizza,"Pizza Napolitana Regular",11:47:12,"03250 Miller Park",,Queens,0007Q,1
ORD_00171,7.00,8,Side,"Chicken Wings",11:47:12,"03250 Miller Park",,Queens,0007Q,1
ORD_00171,7.00,2,Dessert,"Banoffee Pie",11:47:12,"03250 Miller Park",,Queens,0007Q,1
ORD_00172,16.00,3,Pizza,"Pizza Quattro Formaggi Regular",13:34:03,"03250 Miller Park",,Queens,0007Q,1
ORD_00172,18.00,2,Pizza,"Pizza Napolitana Large",13:34:03,"03250 Miller Park",,Queens,0007Q,1
ORD_00173,14.00,10,Pizza,"Pizza Margherita Large",22:15:12,"03250 Miller Park",,Queens,0007Q,0
ORD_00174,6.00,1,Side,"Garlic Bread",20:20:02,"3676 Southridge Avenue",,Queens,0007Q,1
ORD_00175,16.00,5,Pizza,"Pizza Diavola Regular",11:40:30,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00175,17.00,1,Pizza,"Pizza Hawaiian Large",11:40:30,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00176,16.00,6,Pizza,"Pizza Diavola Regular",11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00176,6.00,4,Dessert,"Chocolate Ice Cream",11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00176,5.00,3,Dessert,"Chocolate Brownie",11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00176,16.00,10,Pizza,"Pizza Quattro Formaggi Regular",11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00177,5.00,9,Side,Breadsticks,20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00177,15.00,9,Pizza,"Pizza Parmigiana Regular",20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00177,14.00,4,Pizza,"Pizza Margherita Large",20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00177,7.00,5,Side,"Caesar Salad",20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00177,20.00,5,Pizza,"Pizza Seafood Large",20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00178,6.00,8,Beverage,"7 Up 1.5l",10:34:28,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00178,18.00,7,Pizza,"Pizza Parmigiana Large",10:34:28,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00179,19.00,9,Pizza,"Pizza Diavola Large",22:39:20,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00179,17.00,4,Pizza,"Pizza Seafood Regular",22:39:20,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00180,6.00,9,Beverage,"Diet Coke 1.5l",11:27:25,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00180,3.00,1,Beverage,"7 Up 33cl",11:27:25,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00180,6.00,1,Beverage,"Coca Cola 1.5l",11:27:25,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
ORD_00181,18.00,4,Pizza,"Pizza Napolitana Large",12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00181,15.00,8,Pizza,"Pizza Hawaiian Regular",12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
ORD_00181,3.00,7,Beverage,"Diet Coke 33cl",12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
